CustomerID,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_quartile,F_quartile,M_quartile,RFM_Score,Segment,ARPU,TenureDays,TransPerDay,EstAnnualFreq,CLV_Annual
12425,78,1,777.2,0.6319428439732657,0.3440884996542982,0.545056464623185,2,2,3,7,Others,777.2,1,1.0,365.0,283678.0
12426,195,1,582.73,0.8211569486056695,0.3440884996542982,0.4480294998847661,1,2,2,5,Others,582.73,1,1.0,365.0,212696.45
12427,22,3,825.8,0.3012214796035953,0.6536068218483522,0.563724360451717,3,3,3,9,Loyal,275.26666666666665,350,0.008571428571428572,3.1285714285714286,861.1914285714286
12428,26,9,7956.46,0.3482369209495275,0.9096566029038948,0.9681954367365752,3,4,4,11,Loyal,884.0511111111111,258,0.03488372093023256,12.732558139534884,11256.232170542637
12429,9,4,3750.4,0.1498041023277252,0.7430283475455174,0.9052777137589306,4,3,4,11,Loyal,937.6,357,0.011204481792717087,4.089635854341736,3834.442577030812
12430,43,1,256.4,0.4634708458170085,0.3440884996542982,0.2062687255127909,3,2,1,6,Need Attention,256.4,1,1.0,365.0,93585.99999999999
12431,36,15,6487.45,0.42406084351233,0.9624337404932012,0.9564415764000922,3,4,4,11,Loyal,432.49666666666667,339,0.04424778761061947,16.150442477876105,6985.012536873156
12432,43,5,5059.32,0.4634708458170085,0.7988015671813782,0.9377736805715604,3,4,4,11,Loyal,1011.8639999999999,130,0.038461538461538464,14.03846153846154,14205.013846153846
12433,1,7,13375.87,0.0216639778750864,0.8713989398478912,0.9843281862180224,4,4,4,12,Champions,1910.8385714285716,373,0.01876675603217158,6.849865951742627,13088.988069705096
12434,85,2,806.14,0.6524544825996773,0.5365291541829915,0.5565798571099332,2,3,3,8,Loyal,403.07,176,0.011363636363636364,4.1477272727272725,1671.8244318181817
12435,80,2,7829.89,0.6395482830145195,0.5365291541829915,0.9668126296381656,2,3,4,9,Loyal,3914.945,189,0.010582010582010581,3.8624338624338623,15121.216137566138
12436,100,1,509.01,0.6867941922101867,0.3440884996542982,0.4116155796266421,2,2,2,6,Need Attention,509.01,1,1.0,365.0,185788.65
12437,2,18,4951.41,0.0414842129522931,0.9723438580318046,0.9359299377736806,4,4,4,12,Champions,275.0783333333333,330,0.05454545454545454,19.909090909090907,5476.559545454545
12438,14,2,2906.85,0.2039640470154413,0.5365291541829915,0.867020050702927,4,3,4,11,Loyal,1453.425,126,0.015873015873015872,5.7936507936507935,8420.636904761905
12441,367,1,173.55,0.988476607513252,0.3440884996542982,0.12076515326112,1,2,1,4,Others,173.55,1,1.0,365.0,63345.75000000001
12442,3,1,172.06,0.0619958515787047,0.3440884996542982,0.1191518783129753,4,2,1,7,Others,172.06,1,1.0,365.0,62801.9
12444,21,5,5005.46,0.2867020050702927,0.7988015671813782,0.9366213413228854,3,4,4,11,Loyal,1001.092,150,0.03333333333333333,12.166666666666666,12179.952666666666
12445,22,1,133.4,0.3012214796035953,0.3440884996542982,0.072597372666513,3,2,1,6,Need Attention,133.4,1,1.0,365.0,48691.0
12446,58,1,1002.31,0.5383728969808712,0.3440884996542982,0.6162710301912883,2,2,3,7,Others,1002.31,1,1.0,365.0,365843.14999999997
12447,243,1,476.49,0.8778520396404702,0.3440884996542982,0.3917953445494354,1,2,2,5,Others,476.49,1,1.0,365.0,173918.85
12448,44,1,449.45,0.4692325420603825,0.3440884996542982,0.375662595067988,3,2,2,7,Need Attention,449.45,1,1.0,365.0,164049.25
12449,22,4,4067.29,0.3012214796035953,0.7430283475455174,0.9161097026964738,3,3,4,10,Loyal,1016.8225,165,0.024242424242424242,8.848484848484848,8997.338484848484
12450,156,2,197.88,0.7679188753168933,0.5365291541829915,0.1477298916801106,1,3,1,5,Others,98.94,18,0.1111111111111111,40.55555555555555,4012.566666666666
12451,11,5,9035.52,0.1836828762387647,0.7988015671813782,0.9728047937312744,4,4,4,12,Champions,1807.104,314,0.01592356687898089,5.812101910828026,10503.072611464968
12452,17,2,430.57,0.2459091956672044,0.5365291541829915,0.3659829453791196,4,3,2,9,Others,215.285,1,2.0,730.0,157158.05
12453,134,1,707.09,0.7409541368979028,0.3440884996542982,0.5178612583544595,2,2,3,7,Others,707.09,1,1.0,365.0,258087.85
12454,56,1,3528.34,0.526849504494123,0.3440884996542982,0.8939847891219175,2,2,4,8,Others,3528.34,1,1.0,365.0,1287844.1
12455,73,6,2466.86,0.6100483982484444,0.8384420373357917,0.8345240838902973,2,4,4,10,Loyal,411.1433333333334,224,0.026785714285714284,9.776785714285714,4019.660267857143
12456,44,3,3181.04,0.4692325420603825,0.6536068218483522,0.8808481216870246,3,3,4,10,Loyal,1060.3466666666666,211,0.014218009478672985,5.18957345971564,5502.746919431279
12457,66,7,2363.23,0.5823922562802489,0.8713989398478912,0.8278405162479834,2,4,4,10,Loyal,337.6042857142857,173,0.04046242774566474,14.76878612716763,4986.00549132948
12458,71,2,947.4,0.599446877160636,0.5365291541829915,0.6010601521087808,2,3,3,8,Loyal,473.7,214,0.009345794392523364,3.4112149532710276,1615.8925233644857
12461,94,2,826.88,0.6743489283244988,0.5365291541829915,0.5648766997003918,2,3,3,8,Loyal,413.44,61,0.03278688524590164,11.967213114754099,4947.724590163934
12462,19,2,1189.59,0.2740262733348698,0.5365291541829915,0.6644388107858954,3,3,3,9,Loyal,594.795,285,0.007017543859649123,2.56140350877193,1523.5099999999998
12463,53,4,1344.78,0.5183221940539294,0.7430283475455174,0.6978566489974648,2,3,3,8,Loyal,336.195,189,0.021164021164021163,7.724867724867725,2597.0619047619048
12464,10,8,1212.05,0.1666282553583775,0.8939847891219175,0.6685872320811247,4,4,3,11,Loyal,151.50625,300,0.02666666666666667,9.733333333333334,1474.6608333333334
12465,17,2,742.1899999999999,0.2459091956672044,0.5365291541829915,0.5321502650380272,4,3,3,10,Loyal,371.09499999999997,153,0.013071895424836602,4.771241830065359,1770.5839869281044
12468,188,2,729.5400000000001,0.8128601060152109,0.5365291541829915,0.527310440193593,1,3,3,7,Loyal,364.77000000000004,129,0.015503875968992248,5.658914728682171,2064.2023255813956
12471,2,30,19824.05,0.0414842129522931,0.9900898824613966,0.9896289467619268,4,4,4,12,Champions,660.8016666666666,363,0.08264462809917356,30.16528925619835,19933.27341597796
12472,32,7,6572.11,0.3989398478912191,0.8713989398478912,0.956902512099562,3,4,4,11,Loyal,938.8728571428571,337,0.020771513353115726,7.58160237388724,7118.160682492581
12473,29,5,3938.55,0.3705923023738188,0.7988015671813782,0.9110394100023048,3,4,4,11,Loyal,787.71,163,0.03067484662576687,11.196319018404909,8819.452453987731
12474,17,18,7375.79,0.2459091956672044,0.9723438580318046,0.9654298225397556,4,4,4,12,Champions,409.7661111111111,313,0.05750798722044728,20.990415335463258,8601.160862619809
12475,54,1,723.38,0.5229315510486288,0.3440884996542982,0.5250057616962434,2,2,3,7,Others,723.38,1,1.0,365.0,264033.7
12476,16,11,6816.42,0.2313897211339018,0.9340861949758008,0.9603595298455866,4,4,4,12,Champions,619.6745454545454,346,0.031791907514450865,11.604046242774565,7190.732080924854
12477,23,6,13219.74,0.314819082737958,0.8384420373357917,0.9838672505185526,3,4,4,11,Loyal,2203.29,279,0.021505376344086023,7.849462365591399,17294.641935483873
12478,4,1,680.99,0.0875777828992855,0.3440884996542982,0.5042636552200968,4,2,3,9,Others,680.99,1,1.0,365.0,248561.35
12479,11,1,527.2,0.1836828762387647,0.3440884996542982,0.4203733579165706,4,2,2,8,Others,527.2,1,1.0,365.0,192428.00000000003
12480,28,4,3281.63,0.357686102788661,0.7430283475455174,0.884766075132519,3,3,4,10,Loyal,820.4075,308,0.012987012987012988,4.740259740259741,3888.944642857143
12481,23,10,5596.32,0.314819082737958,0.9221018667895828,0.946300991011754,3,4,4,11,Loyal,559.632,343,0.029154518950437316,10.641399416909621,5955.267638483964
12483,17,8,2484.98,0.2459091956672044,0.8939847891219175,0.8370592302373819,4,4,4,12,Champions,310.6225,323,0.02476780185758514,9.040247678018577,2808.1043343653255
12484,33,6,4541.72,0.4086194975800876,0.8384420373357917,0.9280940308826918,3,4,4,11,Loyal,756.9533333333334,304,0.019736842105263157,7.203947368421052,5453.051973684211
12488,10,3,1298.66,0.1666282553583775,0.6536068218483522,0.6870246600599217,4,3,3,10,Loyal,432.8866666666667,66,0.045454545454545456,16.59090909090909,7181.983333333334
12489,336,1,334.93,0.9707305830836598,0.3440884996542982,0.2839363908734731,1,2,2,5,Others,334.93,1,1.0,365.0,122249.45
12490,5,10,5417.93,0.1020972574325881,0.9221018667895828,0.9437658446646692,4,4,4,12,Champions,541.793,325,0.03076923076923077,11.230769230769232,6084.752153846154
12491,39,1,460.4,0.4424982714911269,0.3440884996542982,0.3825766305600369,3,2,2,7,Need Attention,460.4,1,1.0,365.0,168046.0
12492,63,2,263.21000000000004,0.5607282784051625,0.5365291541829915,0.2106476146577552,2,3,1,6,Others,131.60500000000002,43,0.046511627906976744,16.97674418604651,2234.2244186046514
12493,166,2,433.74,0.7824383498501959,0.5365291541829915,0.3675962203272643,1,3,2,6,Others,216.87,32,0.0625,22.8125,4947.346875
12494,16,7,1246.1,0.2313897211339018,0.8713989398478912,0.6759622032726434,4,4,3,11,Loyal,178.0142857142857,350,0.02,7.3,1299.5042857142855
12497,82,1,1043.1,0.6464623185065683,0.3440884996542982,0.6284858262272413,2,2,3,7,Others,1043.1,1,1.0,365.0,380731.49999999994
12498,21,3,403.7000000000001,0.2867020050702927,0.6536068218483522,0.3438580318045632,3,3,2,8,Others,134.5666666666667,37,0.08108108108108109,29.594594594594597,3982.4459459459467
12500,23,11,4257.82,0.314819082737958,0.9340861949758008,0.9216409310901128,3,4,4,11,Loyal,387.07454545454544,311,0.03536977491961415,12.909967845659164,4997.1199356913185
12501,337,1,2169.39,0.9716524544825996,0.3440884996542982,0.8114772989168011,1,2,4,7,Others,2169.39,1,1.0,365.0,791827.35
12502,96,5,3723.87,0.6808020281170777,0.7988015671813782,0.9036644388107858,2,4,4,10,Loyal,744.774,215,0.023255813953488372,8.488372093023255,6321.918837209301
12504,18,2,482.05,0.2595067988015672,0.5365291541829915,0.3943304908965199,3,3,2,8,Others,241.025,13,0.15384615384615385,56.15384615384616,13534.480769230771
12506,233,1,73.5,0.8631020972574326,0.3440884996542982,0.017976492279327,1,2,1,4,Others,73.5,1,1.0,365.0,26827.5
12507,134,3,1304.81,0.7409541368979028,0.6536068218483522,0.6886379350080664,2,3,3,8,Loyal,434.93666666666667,165,0.01818181818181818,6.636363636363636,2886.3978787878787
12508,26,2,398.27,0.3482369209495275,0.5365291541829915,0.3406314819082738,3,3,2,8,Others,199.135,3,0.6666666666666666,243.33333333333331,48456.18333333333
12509,284,1,176.5,0.926711223784282,0.3440884996542982,0.1239917031574095,1,2,1,4,Others,176.5,1,1.0,365.0,64422.5
12510,143,2,982.57,0.7520165936851809,0.5365291541829915,0.612122608896059,1,3,3,7,Loyal,491.285,183,0.01092896174863388,3.989071038251366,1959.7707650273226
12512,66,2,138.03,0.5823922562802489,0.5365291541829915,0.0792809403088269,2,3,1,6,Others,69.015,1,2.0,730.0,50380.95
12513,113,1,612.29,0.7084581700852731,0.3440884996542982,0.466697395713298,2,2,2,6,Need Attention,612.29,1,1.0,365.0,223485.84999999998
12514,267,1,1017.68,0.9075823922562802,0.3440884996542982,0.6206499193362526,1,2,3,6,Others,1017.68,1,1.0,365.0,371453.19999999995
12515,353,1,383.7,0.9739571329799492,0.3440884996542982,0.3279557501728509,1,2,2,5,Others,383.7,1,1.0,365.0,140050.5
12516,78,2,1312.06,0.6319428439732657,0.5365291541829915,0.6902512099562111,2,3,3,8,Loyal,656.03,103,0.019417475728155338,7.0873786407766985,4649.533009708737
12517,28,5,2502.84,0.357686102788661,0.7988015671813782,0.8377506337865868,3,4,4,11,Loyal,500.56800000000004,162,0.030864197530864196,11.265432098765432,5639.114814814815
12518,1,5,2056.89,0.0216639778750864,0.7988015671813782,0.799723438580318,4,4,4,12,Champions,411.378,110,0.045454545454545456,16.59090909090909,6825.134999999999
12519,64,1,340.84,0.5708688637935008,0.3440884996542982,0.2892371514173772,2,2,2,6,Need Attention,340.84,1,1.0,365.0,124406.59999999999
12520,79,5,2634.26,0.63632173311823,0.7988015671813782,0.8488130905738649,2,4,4,10,Loyal,526.8520000000001,195,0.02564102564102564,9.35897435897436,4930.79435897436
12521,143,1,599.68,0.7520165936851809,0.3440884996542982,0.4577091495736344,1,2,2,5,Others,599.68,1,1.0,365.0,218883.19999999998
12522,39,2,192.72,0.4424982714911269,0.5365291541829915,0.1408158561880617,3,3,1,7,Others,96.36,13,0.15384615384615385,56.15384615384616,5410.984615384616
12523,19,11,1789.77,0.2740262733348698,0.9340861949758008,0.7667665360682184,3,4,4,11,Loyal,162.70636363636365,313,0.03514376996805112,12.827476038338657,2087.1119808306707
12524,9,8,4485.72,0.1498041023277252,0.8939847891219175,0.927172159483752,4,4,4,12,Champions,560.715,325,0.024615384615384615,8.984615384615385,5037.808615384616
12526,1,3,1316.66,0.0216639778750864,0.6536068218483522,0.6923254206038257,4,3,3,10,Loyal,438.8866666666667,94,0.031914893617021274,11.648936170212766,5112.5627659574475
12527,82,3,348.71000000000004,0.6464623185065683,0.6536068218483522,0.2959207190596912,2,3,2,7,Others,116.23666666666668,244,0.012295081967213115,4.487704918032787,521.6358606557377
12528,9,6,1933.48,0.1498041023277252,0.8384420373357917,0.7856648997464853,4,4,4,12,Champions,322.24666666666667,304,0.019736842105263157,7.203947368421052,2321.4480263157893
12530,60,4,1662.28,0.5524314358147039,0.7430283475455174,0.7501728508873012,2,3,4,9,Loyal,415.57,278,0.014388489208633094,5.251798561151079,2182.489928057554
12531,15,1,125.22,0.2171007144503342,0.3440884996542982,0.066144272873934,4,2,1,7,Others,125.22,1,1.0,365.0,45705.3
12532,30,1,349.83000000000004,0.3800414842129523,0.3440884996542982,0.2977644618575709,3,2,2,7,Need Attention,349.83000000000004,1,1.0,365.0,127687.95000000001
12534,131,1,1089.18,0.7356533763539986,0.3440884996542982,0.642313897211339,2,2,3,7,Others,1089.18,1,1.0,365.0,397550.7
12535,92,2,716.35,0.6699700391795345,0.5365291541829915,0.5229315510486288,2,3,3,8,Loyal,358.175,95,0.021052631578947368,7.684210526315789,2752.2921052631577
12536,43,3,12601.830000000002,0.4634708458170085,0.6536068218483522,0.982714911269878,3,3,4,10,Loyal,4200.610000000001,16,0.1875,68.4375,287479.246875
12538,29,1,363.95,0.3705923023738188,0.3440884996542982,0.3115925328416686,3,2,2,7,Need Attention,363.95,1,1.0,365.0,132841.75
12539,22,4,5568.35,0.3012214796035953,0.7430283475455174,0.945379119612814,3,3,4,10,Loyal,1392.0875,312,0.01282051282051282,4.67948717948718,6514.255608974359
12540,20,17,13400.24,0.2802489052777137,0.9691173081355152,0.9845586540677576,3,4,4,11,Loyal,788.2494117647059,343,0.04956268221574344,18.090379008746357,14259.730612244899
12541,30,3,981.18,0.3800414842129523,0.6536068218483522,0.6105093339479143,3,3,3,9,Loyal,327.06,252,0.011904761904761904,4.345238095238095,1421.1535714285712
12544,36,1,372.7,0.42406084351233,0.3440884996542982,0.3175846969347776,3,2,2,7,Need Attention,372.7,1,1.0,365.0,136035.5
12545,75,2,1000.39,0.6218022585849274,0.5365291541829915,0.6160405623415534,2,3,3,8,Loyal,500.195,185,0.010810810810810811,3.945945945945946,1973.7424324324325
12546,47,2,1161.5,0.4869785664899747,0.5365291541829915,0.6602903894906661,3,3,3,9,Loyal,580.75,32,0.0625,22.8125,13248.359375
12547,198,2,207.8,0.8257663056003688,0.5365291541829915,0.1590228163171237,1,3,1,5,Others,103.9,83,0.024096385542168676,8.795180722891567,913.8192771084339
12548,166,1,95.2,0.7824383498501959,0.3440884996542982,0.0327264346623646,1,2,1,4,Others,95.2,1,1.0,365.0,34748.0
12550,79,1,964.83,0.63632173311823,0.3440884996542982,0.60566950910348,2,2,3,7,Others,964.83,1,1.0,365.0,352162.95
12551,358,1,168.0,0.9771836828762388,0.3440884996542982,0.1140815856188061,1,2,1,4,Others,168.0,1,1.0,365.0,61320.0
12552,39,2,437.82,0.4424982714911269,0.5365291541829915,0.369670430974879,3,3,2,8,Others,218.91,1,2.0,730.0,159804.3
12553,8,10,3692.28,0.1343627563954828,0.9221018667895828,0.9013597603134362,4,4,4,12,Champions,369.228,322,0.031055900621118012,11.335403726708075,4185.348447204969
12556,50,2,603.71,0.4975800875777829,0.5365291541829915,0.460474763770454,3,3,2,8,Others,301.855,101,0.019801980198019802,7.227722772277228,2181.724257425743
12557,16,5,11990.96,0.2313897211339018,0.7988015671813782,0.9811016363217332,4,4,4,12,Champions,2398.192,356,0.014044943820224719,5.126404494382022,12294.102247191011
12558,8,1,269.96,0.1343627563954828,0.3440884996542982,0.2150265038027195,4,2,1,7,Others,269.96,1,1.0,365.0,98535.4
12559,311,2,561.71,0.9495275409080434,0.5365291541829915,0.4381193823461627,1,3,2,6,Others,280.855,9,0.2222222222222222,81.1111111111111,22780.461111111108
12560,5,3,2134.01,0.1020972574325881,0.6536068218483522,0.8089421525697166,4,3,4,11,Loyal,711.3366666666667,138,0.021739130434782608,7.934782608695652,5644.301811594203
12561,303,1,238.85,0.9414611661673196,0.3440884996542982,0.1892141046324038,1,2,1,4,Others,238.85,1,1.0,365.0,87180.25
12562,8,7,3781.74,0.1343627563954828,0.8713989398478912,0.9059691173081356,4,4,4,12,Champions,540.2485714285714,191,0.03664921465968586,13.376963350785338,7226.885340314135
12564,261,1,456.9,0.896980871168472,0.3440884996542982,0.3800414842129523,1,2,2,5,Others,456.9,1,1.0,365.0,166768.5
12565,289,1,145.92,0.9308596450795114,0.3440884996542982,0.0868863793500806,1,2,1,4,Others,145.92,1,1.0,365.0,53260.799999999996
