CustomerID,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_quartile,F_quartile,M_quartile,RFM_Score,Segment
12421,16,4,807.04,0.23138972113390183,0.7430283475455174,0.557271260659138,4,3,3,10,Loyal
12422,96,3,803.5600000000001,0.6808020281170777,0.6536068218483522,0.5558884535607282,2,3,3,8,Loyal
12424,163,2,1760.96,0.7785203964047015,0.5365291541829915,0.7621571790735192,1,3,4,8,Loyal
12427,22,3,825.8,0.3012214796035953,0.6536068218483522,0.563724360451717,3,3,3,9,Loyal
12428,26,9,7956.46,0.3482369209495275,0.9096566029038949,0.9681954367365753,3,4,4,11,Loyal
12429,9,4,3750.4,0.14980410232772529,0.7430283475455174,0.9052777137589306,4,3,4,11,Loyal
12431,36,15,6487.45,0.42406084351233003,0.9624337404932012,0.9564415764000922,3,4,4,11,Loyal
12432,43,5,5059.32,0.46347084581700854,0.7988015671813782,0.9377736805715603,3,4,4,11,Loyal
12434,85,2,806.14,0.6524544825996773,0.5365291541829915,0.5565798571099332,2,3,3,8,Loyal
12435,80,2,7829.89,0.6395482830145195,0.5365291541829915,0.9668126296381655,2,3,4,9,Loyal
12438,14,2,2906.85,0.20396404701544135,0.5365291541829915,0.867020050702927,4,3,4,11,Loyal
12444,21,5,5005.46,0.2867020050702927,0.7988015671813782,0.9366213413228854,3,4,4,11,Loyal
12449,22,4,4067.29,0.3012214796035953,0.7430283475455174,0.9161097026964738,3,3,4,10,Loyal
12455,73,6,2466.86,0.6100483982484444,0.8384420373357917,0.8345240838902973,2,4,4,10,Loyal
12456,44,3,3181.04,0.46923254206038256,0.6536068218483522,0.8808481216870246,3,3,4,10,Loyal
12457,66,7,2363.23,0.5823922562802489,0.8713989398478912,0.8278405162479834,2,4,4,10,Loyal
12458,71,2,947.4,0.599446877160636,0.5365291541829915,0.6010601521087808,2,3,3,8,Loyal
12461,94,2,826.88,0.6743489283244988,0.5365291541829915,0.5648766997003918,2,3,3,8,Loyal
12462,19,2,1189.59,0.2740262733348698,0.5365291541829915,0.6644388107858954,3,3,3,9,Loyal
12463,53,4,1344.78,0.5183221940539294,0.7430283475455174,0.6978566489974648,2,3,3,8,Loyal
12464,10,8,1212.05,0.1666282553583775,0.8939847891219175,0.6685872320811247,4,4,3,11,Loyal
12465,17,2,742.1899999999999,0.24590919566720443,0.5365291541829915,0.5321502650380272,4,3,3,10,Loyal
12468,188,2,729.5400000000001,0.8128601060152109,0.5365291541829915,0.527310440193593,1,3,3,7,Loyal
12472,32,7,6572.11,0.39893984789121917,0.8713989398478912,0.9569025120995621,3,4,4,11,Loyal
12473,29,5,3938.55,0.37059230237381885,0.7988015671813782,0.9110394100023047,3,4,4,11,Loyal
12477,23,6,13219.74,0.31481908273795806,0.8384420373357917,0.9838672505185526,3,4,4,11,Loyal
12480,28,4,3281.63,0.357686102788661,0.7430283475455174,0.884766075132519,3,3,4,10,Loyal
12481,23,10,5596.32,0.31481908273795806,0.9221018667895828,0.9463009910117539,3,4,4,11,Loyal
12484,33,6,4541.72,0.4086194975800876,0.8384420373357917,0.9280940308826918,3,4,4,11,Loyal
12488,10,3,1298.66,0.1666282553583775,0.6536068218483522,0.6870246600599217,4,3,3,10,Loyal
12494,16,7,1246.1,0.23138972113390183,0.8713989398478912,0.6759622032726434,4,4,3,11,Loyal
12500,23,11,4257.82,0.31481908273795806,0.9340861949758009,0.9216409310901129,3,4,4,11,Loyal
12502,96,5,3723.87,0.6808020281170777,0.7988015671813782,0.9036644388107858,2,4,4,10,Loyal
12507,134,3,1304.81,0.7409541368979028,0.6536068218483522,0.6886379350080664,2,3,3,8,Loyal
12510,143,2,982.57,0.7520165936851809,0.5365291541829915,0.612122608896059,1,3,3,7,Loyal
12516,78,2,1312.06,0.6319428439732657,0.5365291541829915,0.6902512099562111,2,3,3,8,Loyal
12517,28,5,2502.84,0.357686102788661,0.7988015671813782,0.8377506337865868,3,4,4,11,Loyal
12520,79,5,2634.26,0.63632173311823,0.7988015671813782,0.8488130905738649,2,4,4,10,Loyal
12523,19,11,1789.77,0.2740262733348698,0.9340861949758009,0.7667665360682184,3,4,4,11,Loyal
12526,1,3,1316.66,0.021663977875086424,0.6536068218483522,0.6923254206038257,4,3,3,10,Loyal
12530,60,4,1662.28,0.5524314358147039,0.7430283475455174,0.7501728508873012,2,3,4,9,Loyal
12535,92,2,716.35,0.6699700391795345,0.5365291541829915,0.5229315510486288,2,3,3,8,Loyal
12536,43,3,12601.830000000002,0.46347084581700854,0.6536068218483522,0.9827149112698779,3,3,4,10,Loyal
12539,22,4,5568.35,0.3012214796035953,0.7430283475455174,0.9453791196128141,3,3,4,10,Loyal
12540,20,17,13400.24,0.28024890527771373,0.9691173081355151,0.9845586540677576,3,4,4,11,Loyal
12541,30,3,981.18,0.3800414842129523,0.6536068218483522,0.6105093339479143,3,3,3,9,Loyal
12545,75,2,1000.39,0.6218022585849274,0.5365291541829915,0.6160405623415534,2,3,3,8,Loyal
12546,47,2,1161.5,0.4869785664899747,0.5365291541829915,0.6602903894906661,3,3,3,9,Loyal
12560,5,3,2134.01,0.10209725743258816,0.6536068218483522,0.8089421525697166,4,3,4,11,Loyal
12567,23,10,9401.28,0.31481908273795806,0.9221018667895828,0.9739571329799493,3,4,4,11,Loyal
12572,9,2,1020.42,0.14980410232772529,0.5365291541829915,0.6218022585849274,4,3,3,10,Loyal
12576,36,5,1315.83,0.42406084351233003,0.7988015671813782,0.6918644849043558,3,4,3,10,Loyal
12578,21,2,2794.51,0.2867020050702927,0.5365291541829915,0.8596450795114081,3,3,4,10,Loyal
12585,234,2,2040.1,0.8649458400553123,0.5365291541829915,0.7967273565337636,1,3,4,8,Loyal
12590,211,2,9864.26,0.8391334408849965,0.5365291541829915,0.975800875777829,1,3,4,8,Loyal
12594,38,10,3338.2200000000003,0.4358147038488131,0.9221018667895828,0.8861488822309288,3,4,4,11,Loyal
12597,19,4,3811.22,0.2740262733348698,0.7430283475455174,0.9075823922562802,3,3,4,10,Loyal
12599,29,7,1032.58,0.37059230237381885,0.8713989398478912,0.6257202120304217,3,4,3,10,Loyal
12600,29,10,2599.04,0.37059230237381885,0.9221018667895828,0.8442037335791657,3,4,4,11,Loyal
12609,78,3,1126.85,0.6319428439732657,0.6536068218483522,0.6524544825996773,2,3,3,8,Loyal
12610,23,5,2099.54,0.31481908273795806,0.7988015671813782,0.8045632634247523,3,4,4,11,Loyal
12613,57,5,3344.38,0.5339940078359069,0.7988015671813782,0.8863793500806637,2,4,4,10,Loyal
12615,2,4,2291.19,0.041484212952293154,0.7430283475455174,0.8216178843051394,4,3,4,11,Loyal
12616,95,2,713.3,0.6768840746715833,0.5365291541829915,0.5217792117999539,2,3,3,8,Loyal
12620,15,3,1339.41,0.2171007144503342,0.6536068218483522,0.6960129061995851,4,3,3,10,Loyal
12625,212,2,2683.82,0.8418990550818161,0.5365291541829915,0.8525005761696244,1,3,4,8,Loyal
12626,23,9,6620.48,0.31481908273795806,0.9096566029038949,0.957593915648767,3,4,4,11,Loyal
12628,4,3,786.46,0.08757778289928556,0.6536068218483522,0.5498962894676193,4,3,3,10,Loyal
12630,10,2,1270.88,0.1666282553583775,0.5365291541829915,0.6824153030652224,4,3,3,10,Loyal
12633,59,4,2163.98,0.545056464623185,0.7430283475455174,0.8112468310670662,2,3,4,9,Loyal
12635,90,2,1689.18,0.6660520857340401,0.5365291541829915,0.7522470615349158,2,3,4,9,Loyal
12637,67,8,6021.9,0.5863102097257432,0.8939847891219175,0.9520626872551279,2,4,4,10,Loyal
12640,24,3,1174.58,0.32634247522470616,0.6536068218483522,0.6628255358377506,3,3,3,9,Loyal
12642,25,3,1013.26,0.3376353998617193,0.6536068218483522,0.6199585157870477,3,3,3,9,Loyal
12643,128,6,3344.64,0.7305830836598295,0.8384420373357917,0.8866098179303987,2,4,4,10,Loyal
12645,34,4,1775.18,0.412076515326112,0.7430283475455174,0.7644618575708688,3,3,4,10,Loyal
12646,5,2,1346.97,0.10209725743258816,0.5365291541829915,0.6985480525466697,4,3,3,10,Loyal
12647,22,12,3722.82,0.3012214796035953,0.9444572482138741,0.9034339709610509,3,4,4,11,Loyal
12653,149,2,2209.85,0.7589306291772298,0.5365291541829915,0.8142429131136206,1,3,4,8,Loyal
12657,11,4,1643.18,0.1836828762387647,0.7430283475455174,0.7469463009910118,4,3,3,10,Loyal
12668,12,4,3807.15,0.19612814012445265,0.7430283475455174,0.9071214565568103,4,3,4,11,Loyal
12669,151,3,2744.03,0.7616962433740493,0.6536068218483522,0.8564185296151187,1,3,4,8,Loyal
12674,39,4,1970.6,0.44249827149112697,0.7430283475455174,0.7891219174925098,3,3,4,10,Loyal
12676,25,6,1331.39,0.3376353998617193,0.8384420373357917,0.6946300991011753,3,4,3,10,Loyal
12678,42,12,17628.46,0.45655681032495965,0.9444572482138741,0.9887070753629869,3,4,4,11,Loyal
12679,59,4,1113.02,0.545056464623185,0.7430283475455174,0.6480755934547131,2,3,3,8,Loyal
12680,1,4,862.81,0.021663977875086424,0.7430283475455174,0.575708688637935,4,3,3,10,Loyal
12685,28,6,2863.08,0.357686102788661,0.8384420373357917,0.8637935008066375,3,4,4,11,Loyal
12689,26,2,1247.61,0.3482369209495275,0.5365291541829915,0.6766536068218484,3,3,3,9,Loyal
12691,28,6,1035.8,0.357686102788661,0.8384420373357917,0.6266420834293616,3,4,3,10,Loyal
12693,127,4,855.91,0.7285088730122148,0.7430283475455174,0.5736344779903203,2,3,3,8,Loyal
12694,70,2,869.67,0.5920719059691173,0.5365291541829915,0.5782438349850196,2,3,3,8,Loyal
12697,29,3,957.59,0.37059230237381885,0.6536068218483522,0.6040562341553354,3,3,3,9,Loyal
12700,8,4,4939.99,0.13436275639548284,0.7430283475455174,0.9356994699239456,4,3,4,11,Loyal
12701,80,2,797.71,0.6395482830145195,0.5365291541829915,0.5533533072136437,2,3,3,8,Loyal
12708,30,10,2712.91,0.3800414842129523,0.9221018667895828,0.854574786817239,3,4,4,11,Loyal
12710,97,3,1149.02,0.6817238995160175,0.6536068218483522,0.6582161788430514,2,3,3,8,Loyal
12712,29,13,4396.13,0.37059230237381885,0.951371283705923,0.9246370131366675,3,4,4,11,Loyal
12716,4,2,1053.49,0.08757778289928556,0.5365291541829915,0.6321733118230007,4,3,3,10,Loyal
12717,151,2,1030.98,0.7616962433740493,0.5365291541829915,0.6247983406314819,1,3,3,7,Loyal
12721,32,6,2656.13,0.39893984789121917,0.8384420373357917,0.8508873012214796,3,4,4,11,Loyal
12722,85,4,997.63,0.6524544825996773,0.7430283475455174,0.6153491587923484,2,3,3,8,Loyal
12723,4,5,725.07,0.08757778289928556,0.7988015671813782,0.5254666973957133,4,4,3,11,Loyal
12724,5,4,1031.41,0.10209725743258816,0.7430283475455174,0.6254897441806868,4,3,3,10,Loyal
12726,28,7,2609.1,0.357686102788661,0.8713989398478912,0.8455865406775754,3,4,4,11,Loyal
12728,71,4,836.33,0.599446877160636,0.7430283475455174,0.5671813781977414,2,3,3,8,Loyal
12731,24,12,18895.91,0.32634247522470616,0.9444572482138741,0.9893984789121918,3,4,4,11,Loyal
12735,315,2,779.5699999999999,0.9536759622032727,0.5365291541829915,0.5466697395713298,1,3,3,7,Loyal
12739,78,2,1013.04,0.6319428439732657,0.5365291541829915,0.6197280479373127,2,3,3,8,Loyal
12744,52,7,21279.29,0.5120995621110855,0.8713989398478912,0.9907812860106016,2,4,4,10,Loyal
12753,23,6,21429.39,0.31481908273795806,0.8384420373357917,0.9910117538603365,3,4,4,11,Loyal
12754,236,3,3010.74,0.8679419221018668,0.6536068218483522,0.872320811246831,1,3,4,8,Loyal
12755,281,2,3811.95,0.9218713989398479,0.5365291541829915,0.9078128601060153,1,3,4,8,Loyal
12758,117,2,2791.59,0.7160636091265269,0.5365291541829915,0.8594146116616732,2,3,4,9,Loyal
12759,52,3,1531.44,0.5120995621110855,0.6536068218483522,0.7294307444111546,2,3,3,8,Loyal
12762,8,2,1898.52,0.13436275639548284,0.5365291541829915,0.7824383498501959,4,3,4,11,Loyal
12775,17,5,1386.04,0.24590919566720443,0.7988015671813782,0.7050011523392486,4,4,3,11,Loyal
12778,20,6,822.23,0.28024890527771373,0.8384420373357917,0.5628024890527772,3,4,3,10,Loyal
12779,38,8,3981.36,0.4358147038488131,0.8939847891219175,0.9124222171007145,3,4,4,11,Loyal
12781,64,2,826.74,0.5708688637935008,0.5365291541829915,0.5646462318506569,2,3,3,8,Loyal
12794,53,2,860.41,0.5183221940539294,0.5365291541829915,0.5752477529384651,2,3,3,8,Loyal
12798,10,3,6977.04,0.1666282553583775,0.6536068218483522,0.9619728047937313,4,3,4,11,Loyal
12815,148,2,1063.46,0.7568564185296152,0.5365291541829915,0.6353998617192902,1,3,3,7,Loyal
12820,3,4,942.34,0.06199585157870477,0.7430283475455174,0.600138280709841,4,3,3,10,Loyal
12822,71,2,948.88,0.599446877160636,0.5365291541829915,0.6019820235077207,2,3,3,8,Loyal
12823,75,5,1759.5,0.6218022585849274,0.7988015671813782,0.7619267112237843,2,4,4,10,Loyal
12826,3,7,1474.72,0.06199585157870477,0.8713989398478912,0.7204424982714911,4,4,3,11,Loyal
12828,3,6,1018.71,0.06199585157870477,0.8384420373357917,0.6211108550357225,4,4,3,11,Loyal
12830,38,6,6814.64,0.4358147038488131,0.8384420373357917,0.9601290619958516,3,4,4,11,Loyal
12836,59,4,2612.86,0.545056464623185,0.7430283475455174,0.8460474763770454,2,3,4,9,Loyal
12838,34,2,683.13,0.412076515326112,0.5365291541829915,0.5051855266190366,3,3,3,9,Loyal
12840,144,4,2726.77,0.7529384650841208,0.7430283475455174,0.8550357225167089,1,3,4,8,Loyal
12842,70,2,1118.99,0.5920719059691173,0.5365291541829915,0.6494584005531229,2,3,3,8,Loyal
12843,66,8,1702.26,0.5823922562802489,0.8939847891219175,0.7552431435814704,2,4,4,10,Loyal
12849,31,2,1050.89,0.39064300530076057,0.5365291541829915,0.6314819082737958,3,3,3,9,Loyal
12853,135,6,1957.1,0.7421064761465775,0.8384420373357917,0.787969578243835,2,4,4,10,Loyal
12854,79,3,1324.5,0.63632173311823,0.6536068218483522,0.6937082277022355,2,3,3,8,Loyal
12857,211,2,1106.4,0.8391334408849965,0.5365291541829915,0.6460013828070984,1,3,3,7,Loyal
12865,26,2,1568.23,0.3482369209495275,0.5365291541829915,0.7354229085042636,3,3,3,9,Loyal
12867,26,7,4036.82,0.3482369209495275,0.8713989398478912,0.915187831297534,3,4,4,11,Loyal
12868,186,6,1607.0600000000002,0.8105554275178612,0.8384420373357917,0.7414150725973727,1,4,3,8,Loyal
12876,58,2,2218.02,0.5383728969808712,0.5365291541829915,0.8144733809633556,2,3,4,9,Loyal
12877,4,12,1535.77,0.08757778289928556,0.9444572482138741,0.7303526158100945,4,4,3,11,Loyal
12878,236,2,854.99,0.8679419221018668,0.5365291541829915,0.5731735422908504,1,3,3,7,Loyal
12882,9,2,1463.04,0.14980410232772529,0.5365291541829915,0.7190596911730813,4,3,3,10,Loyal
12883,25,4,703.47,0.3376353998617193,0.7430283475455174,0.5155565798571099,3,3,3,9,Loyal
12885,63,3,1175.22,0.5607282784051625,0.6536068218483522,0.6630560036874856,2,3,3,8,Loyal
12886,68,2,1378.4,0.5890758239225629,0.5365291541829915,0.702696473841899,2,3,3,8,Loyal
12908,176,2,750.0,0.7958054851348237,0.5365291541829915,0.5360682184835216,1,3,3,7,Loyal
12909,40,5,2178.67,0.4498732426826458,0.7988015671813782,0.8117077667665361,3,4,4,11,Loyal
12910,23,8,3075.04,0.31481908273795806,0.8939847891219175,0.8748559575939157,3,4,4,11,Loyal
12916,139,4,3006.15,0.7476377045402166,0.7430283475455174,0.8720903433970961,2,3,4,9,Loyal
12919,8,6,1335.19,0.13436275639548284,0.8384420373357917,0.6953215026503803,4,4,3,11,Loyal
12924,88,4,933.7,0.6616731965890759,0.7430283475455174,0.5978336022124914,2,3,3,8,Loyal
12925,5,2,694.05,0.10209725743258816,0.5365291541829915,0.5104862871629408,4,3,3,10,Loyal
12928,35,5,2062.7000000000003,0.4157640009218714,0.7988015671813782,0.800414842129523,3,4,4,11,Loyal
12931,22,15,42055.96,0.3012214796035953,0.9624337404932012,0.9949297073058309,3,4,4,11,Loyal
12936,17,4,1063.9,0.24590919566720443,0.7430283475455174,0.6356303295690251,4,3,3,10,Loyal
12937,15,4,1504.27,0.2171007144503342,0.7430283475455174,0.7252823231159253,4,3,3,10,Loyal
12939,64,8,11581.8,0.5708688637935008,0.8939847891219175,0.9808711684719982,2,4,4,10,Loyal
12940,55,2,913.54,0.5250057616962434,0.5365291541829915,0.5909195667204425,2,3,3,8,Loyal
12942,131,3,683.9,0.7356533763539986,0.6536068218483522,0.5058769301682415,2,3,3,8,Loyal
12947,144,6,1603.99,0.7529384650841208,0.8384420373357917,0.7409541368979028,1,4,3,8,Loyal
12949,31,8,4167.22,0.39064300530076057,0.8939847891219175,0.9195667204424983,3,4,4,11,Loyal
12950,2,3,1843.0,0.041484212952293154,0.6536068218483522,0.775293846508412,4,3,4,11,Loyal
12951,9,6,1064.07,0.14980410232772529,0.8384420373357917,0.636091265268495,4,4,3,11,Loyal
12952,6,4,1387.79,0.10716755012675731,0.7430283475455174,0.7054620880387186,4,3,3,10,Loyal
12967,358,2,1660.9,0.9771836828762388,0.5365291541829915,0.7490205116386264,1,3,3,7,Loyal
12980,158,9,7374.900000000001,0.7727587001613275,0.9096566029038949,0.9651993546900207,1,4,4,9,Loyal
12985,1,2,1239.38,0.021663977875086424,0.5365291541829915,0.6743489283244988,4,3,3,10,Loyal
12994,4,3,974.42,0.08757778289928556,0.6536068218483522,0.6079741876008297,4,3,3,10,Loyal
12997,22,4,1226.89,0.3012214796035953,0.7430283475455174,0.6718137819774141,3,3,3,9,Loyal
13012,9,8,1661.84,0.14980410232772529,0.8939847891219175,0.7499423830375662,4,4,3,11,Loyal
13015,53,5,3346.28,0.5183221940539294,0.7988015671813782,0.8868402857801336,2,4,4,10,Loyal
13016,73,3,789.89,0.6100483982484444,0.6536068218483522,0.551970500115234,2,3,3,8,Loyal
13023,64,2,689.9,0.5708688637935008,0.5365291541829915,0.5081816086655911,2,3,3,8,Loyal
13026,1,5,975.36,0.021663977875086424,0.7988015671813782,0.6086655911500346,4,4,3,11,Loyal
13027,114,6,6912.0,0.7105323807328877,0.8384420373357917,0.9612814012445264,2,4,4,10,Loyal
13029,31,3,1247.5,0.39064300530076057,0.6536068218483522,0.6764231389721134,3,3,3,9,Loyal
13030,11,2,799.48,0.1836828762387647,0.5365291541829915,0.5542751786125836,4,3,3,10,Loyal
13032,52,2,1010.18,0.5120995621110855,0.5365291541829915,0.618575708688638,2,3,3,8,Loyal
13035,74,2,921.88,0.6165014980410233,0.5365291541829915,0.5943765844664669,2,3,3,8,Loyal
13037,138,3,881.07,0.7462548974418068,0.6536068218483522,0.5810094491818392,2,3,3,8,Loyal
13038,80,3,908.46,0.6395482830145195,0.6536068218483522,0.5888453560728278,2,3,3,8,Loyal
13040,9,2,676.99,0.14980410232772529,0.5365291541829915,0.5019589767227471,4,3,3,10,Loyal
13047,32,10,3237.54,0.39893984789121917,0.9221018667895828,0.8838442037335792,3,4,4,11,Loyal
13048,14,4,1835.91,0.20396404701544135,0.7430283475455174,0.7727587001613275,4,3,4,11,Loyal
13055,78,3,1214.41,0.6319428439732657,0.6536068218483522,0.6695091034800645,2,3,3,8,Loyal
13064,13,4,1119.49,0.20027656141968195,0.7430283475455174,0.6496888684028578,4,3,3,10,Loyal
13077,1,4,729.27,0.021663977875086424,0.7430283475455174,0.5270799723438581,4,3,3,10,Loyal
13082,126,9,3613.63,0.7252823231159253,0.9096566029038949,0.896980871168472,2,4,4,10,Loyal
13093,276,8,7832.47,0.9165706383959438,0.8939847891219175,0.9670430974879004,1,4,4,9,Loyal
13094,21,12,1927.32,0.2867020050702927,0.9444572482138741,0.7847430283475455,3,4,4,11,Loyal
13097,33,10,6010.42,0.4086194975800876,0.9221018667895828,0.951832219405393,3,4,4,11,Loyal
13104,3,6,1098.48,0.06199585157870477,0.8384420373357917,0.6446185757086886,4,4,3,11,Loyal
13107,44,4,1531.62,0.46923254206038256,0.7430283475455174,0.7296612122608896,3,3,3,9,Loyal
13109,60,2,786.54,0.5524314358147039,0.5365291541829915,0.5501267573173543,2,3,3,8,Loyal
13110,31,7,1488.67,0.39064300530076057,0.8713989398478912,0.7232081124683106,3,4,3,10,Loyal
13115,12,4,2294.78,0.19612814012445265,0.7430283475455174,0.8220788200046094,4,3,4,11,Loyal
13117,22,8,984.91,0.3012214796035953,0.8939847891219175,0.6125835445955289,3,4,3,10,Loyal
13118,20,5,1197.81,0.28024890527771373,0.7988015671813782,0.666743489283245,3,4,3,10,Loyal
13122,94,2,922.39,0.6743489283244988,0.5365291541829915,0.5950679880156718,2,3,3,8,Loyal
13124,90,3,3866.33,0.6660520857340401,0.6536068218483522,0.9096566029038949,2,3,4,9,Loyal
13131,23,3,1073.3,0.31481908273795806,0.6536068218483522,0.6390873473150496,3,3,3,9,Loyal
13134,86,4,1793.58,0.6552200967964968,0.7430283475455174,0.7676884074671584,2,3,4,9,Loyal
13136,56,5,2607.61,0.526849504494123,0.7988015671813782,0.8451256049781055,2,4,4,10,Loyal
13138,22,6,962.39,0.3012214796035953,0.8384420373357917,0.6054390412537451,3,4,3,10,Loyal
13141,85,5,2388.75,0.6524544825996773,0.7988015671813782,0.8306061304448029,2,4,4,10,Loyal
13147,10,4,712.8000000000001,0.1666282553583775,0.7430283475455174,0.521318276100484,4,3,3,10,Loyal
13148,29,12,3707.12,0.37059230237381885,0.9444572482138741,0.9020511638626412,3,4,4,11,Loyal
13149,14,4,1676.06,0.20396404701544135,0.7430283475455174,0.7510947222862411,4,3,4,11,Loyal
13155,33,4,971.76,0.4086194975800876,0.7430283475455174,0.6070523162018898,3,3,3,9,Loyal
13157,49,4,1741.22,0.4897441806867942,0.7430283475455174,0.7603134362756395,3,3,4,10,Loyal
13158,95,4,1201.06,0.6768840746715833,0.7430283475455174,0.6676653606821848,2,3,3,8,Loyal
13159,9,4,1437.85,0.14980410232772529,0.7430283475455174,0.7146808020281171,4,3,3,10,Loyal
13162,122,4,1688.29,0.7218253053699009,0.7430283475455174,0.7520165936851809,2,3,4,9,Loyal
13165,46,2,1021.48,0.4823692094952754,0.5365291541829915,0.6220327264346623,3,3,3,9,Loyal
13167,19,4,791.33,0.2740262733348698,0.7430283475455174,0.5524314358147039,3,3,3,9,Loyal
13168,36,4,1319.19,0.42406084351233003,0.7430283475455174,0.6927863563032957,3,3,3,9,Loyal
13169,64,2,712.88,0.5708688637935008,0.5365291541829915,0.521548743950219,2,3,3,8,Loyal
13174,16,3,2817.03,0.23138972113390183,0.6536068218483522,0.8619497580087577,4,3,4,11,Loyal
13178,26,11,5725.47,0.3482369209495275,0.9340861949758009,0.9488361373588384,3,4,4,11,Loyal
13186,40,3,1575.89,0.4498732426826458,0.6536068218483522,0.7365752477529385,3,3,3,9,Loyal
13192,95,2,911.94,0.6768840746715833,0.5365291541829915,0.5899976953215027,2,3,3,8,Loyal
13196,11,4,1797.78,0.1836828762387647,0.7430283475455174,0.7688407467158331,4,3,4,11,Loyal
13200,19,4,870.09,0.2740262733348698,0.7430283475455174,0.5787047706844896,3,3,3,9,Loyal
13203,10,4,869.46,0.1666282553583775,0.7430283475455174,0.5780133671352846,4,3,3,10,Loyal
13208,59,6,1223.9,0.545056464623185,0.8384420373357917,0.6708919105784743,2,4,3,9,Loyal
13209,30,8,5891.61,0.3800414842129523,0.8939847891219175,0.9502189444572482,3,4,4,11,Loyal
13211,10,3,1197.42,0.1666282553583775,0.6536068218483522,0.66651302143351,4,3,3,10,Loyal
13212,20,3,788.08,0.28024890527771373,0.6536068218483522,0.5510486287162941,3,3,3,9,Loyal
13213,57,5,1520.58,0.5339940078359069,0.7988015671813782,0.7275870016132749,2,4,3,9,Loyal
13220,78,4,819.2900000000001,0.6319428439732657,0.7430283475455174,0.5623415533533073,2,3,3,8,Loyal
13221,240,2,847.41,0.8734731504955059,0.5365291541829915,0.5710993316432358,1,3,3,7,Loyal
13224,60,2,2155.95,0.5524314358147039,0.5365291541829915,0.8098640239686564,2,3,4,9,Loyal
13232,13,7,1357.6,0.20027656141968195,0.8713989398478912,0.7003917953445494,4,4,3,11,Loyal
13236,25,2,744.85,0.3376353998617193,0.5365291541829915,0.533072136436967,3,3,3,9,Loyal
13238,17,4,700.73,0.24590919566720443,0.7430283475455174,0.5137128370592302,4,3,3,10,Loyal
13246,18,6,1987.3,0.2595067988015672,0.8384420373357917,0.7905047245909196,3,4,4,11,Loyal
13249,92,3,711.41,0.6699700391795345,0.6536068218483522,0.5194745333026043,2,3,3,8,Loyal
13253,157,2,1030.4,0.7709149573634478,0.5365291541829915,0.624567872781747,1,3,3,7,Loyal
